,id,mean_dist_day,mean_over_speed_perc,Gender
98,3423311257,50.41,43,Female
99,3423311814,63.63,28,Female
100,3423311017,45.78,24,Male
101,3423311127,55.61,20,Male
102,3423311066,67.23,5,Female
103,3423313316,49.69,38,Female
104,3423313648,54.6,30,Female
105,3423313558,40.94,59,Female
106,3423313353,43.84,36,Female
107,3423312285,56.36,19,Female
108,3423310853,69.53,23,Female
109,3423313991,51.48,19,Male
110,3423312791,52.93,41,Female
111,3423311030,55.52,8,Female
112,3423310575,52.14,23,Male
113,3423311959,62.86,21,Male
114,3423314029,37.53,33,Female
115,3423313843,63.47,25,Female
116,3423310628,62.11,33,Male
117,3423311869,43.52,25,Male
118,3423312133,47.97,27,Female
119,3423314085,42.27,37,Male
120,3423310504,56.05,30,Female
121,3423311462,62.08,37,Male
122,3423310974,35.25,53,Male
123,3423311980,39.81,25,Male
124,3423312931,60.27,33,Male
125,3423313867,53.41,22,Male
126,3423313838,56.28,27,Male
127,3423312956,53.31,25,Female
128,3423312985,55.24,30,Male
129,3423311863,44.97,29,Male
130,3423313131,40.3,43,Male
131,3423313166,47.18,42,Male
132,3423313841,46.4,34,Male
133,3423312477,35.11,15,Male
134,3423313132,54.33,38,Female
135,3423311934,54.59,64,Female
136,3423311470,61.67,50,Female
137,3423314234,52.39,19,Male
138,3423313633,52.37,6,Male
139,3423312165,40.84,25,Male
140,3423314381,27.42,27,Male
141,3423312732,44.79,31,Female
142,3423312525,59.84,37,Male
143,3423313793,36.0,45,Male
144,3423313029,47.64,10,Male
145,3423313920,51.85,37,Male
146,3423311655,59.73,15,Female
147,3423311576,42.96,37,Female
148,3423313408,51.84,27,Male
149,3423313342,59.62,23,Male
150,3423312729,58.82,30,Male
151,3423311987,50.93,30,Male
152,3423313012,41.35,23,Female
153,3423310573,24.58,45,Male
154,3423311451,57.74,22,Female
155,3423313032,38.14,33,Female
156,3423312160,51.82,20,Female
157,3423312397,41.37,17,Female
158,3423311095,55.01,24,Female
159,3423312803,64.56,53,Male
160,3423311951,46.09,35,Male
161,3423313818,57.81,20,Male
162,3423311313,46.31,23,Female
163,3423311389,66.62,37,Male
164,3423312703,42.89,17,Male
165,3423314199,40.82,23,Female
166,3423312834,50.55,41,Female
167,3423312795,40.43,40,Female
168,3423312077,53.36,25,Male
169,3423314379,44.83,27,Male
170,3423310461,35.87,35,Female
171,3423312709,46.95,23,Male
172,3423312808,47.75,20,Male
173,3423311713,57.12,26,Male
174,3423312819,38.03,43,Female
175,3423314401,54.31,45,Male
176,3423311992,50.29,39,Male
177,3423311164,33.6,24,Male
178,3423311785,45.13,44,Male
179,3423310769,31.68,31,Female
180,3423310596,72.36,4,Male
181,3423310503,48.43,55,Female
182,3423311126,44.48,36,Male
183,3423313487,56.54,20,Female
184,3423314331,54.11,50,Female
185,3423313472,49.51,29,Male
186,3423312200,50.66,36,Male
187,3423313015,61.82,23,Male
188,3423312340,50.45,15,Male
189,3423313441,67.7,43,Female
190,3423312358,41.61,12,Female
191,3423313702,39.63,31,Female
192,3423311137,36.08,31,Female
193,3423313567,45.18,27,Male
194,3423313538,49.33,28,Female
195,3423312814,48.66,45,Female
196,3423310890,53.81,25,Female
197,3423312595,35.57,44,Female
198,3423311887,48.83,39,Female
199,3423314123,69.14,40,Male
200,3423312427,60.75,59,Male
201,3423310735,52.01,39,Female
202,3423312257,47.88,45,Female
203,3423314416,40.3,30,Male
204,3423311310,48.52,30,Male
205,3423311848,55.06,37,Male
206,3423311622,48.45,28,Male
207,3423311051,58.65,40,Female
208,3423313971,69.29,21,Female
209,3423314179,51.7,21,Female
210,3423312887,69.95,18,Male
211,3423312583,53.04,37,Female
212,3423312990,47.97,27,Male
213,3423311820,64.01,26,Female
214,3423314018,61.76,23,Male
215,3423313775,49.98,28,Male
216,3423310869,81.96,27,Female
217,3423313262,56.56,25,Male
218,3423311532,51.69,30,Female
219,3423313252,54.83,40,Male
220,3423311201,54.97,39,Male
221,3423313632,44.07,27,Female
222,3423311574,45.95,40,Female
223,3423311102,42.24,22,Male
224,3423310805,43.52,49,Male
225,3423313805,51.33,31,Male
226,3423311177,56.68,55,Female
227,3423313477,51.06,24,Female
228,3423310780,41.95,28,Female
229,3423313713,53.56,27,Male
230,3423313597,47.86,45,Male
231,3423314406,43.74,34,Female
232,3423312012,41.22,39,Male
233,3423312915,45.82,42,Female
234,3423312481,44.74,25,Male
235,3423313911,53.88,30,Female
236,3423311105,44.4,29,Female
237,3423312215,59.01,35,Male
238,3423311909,53.27,19,Female
239,3423314269,45.62,25,Male
240,3423313837,53.16,53,Male
241,3423314291,50.91,51,Male
242,3423311881,33.53,42,Male
243,3423312020,46.92,33,Female
244,3423312610,59.24,35,Female
245,3423314333,48.37,32,Male
246,3423311877,50.26,21,Male
247,3423310736,38.14,30,Male
248,3423312193,63.42,26,Male
249,3423313751,57.46,14,Female
250,3423313882,63.79,33,Male
251,3423312229,58.13,30,Male
252,3423314081,56.35,41,Male
253,3423311721,52.95,3,Female
254,3423312718,55.65,27,Female
255,3423314210,29.44,34,Female
256,3423314427,49.58,39,Male
257,3423313361,31.3,33,Female
258,3423311301,43.48,29,Female
259,3423313773,48.94,34,Male
260,3423312093,43.93,32,Male
261,3423312612,53.83,36,Female
262,3423312474,53.69,21,Female
263,3423311693,60.33,8,Male
264,3423311450,40.97,42,Male
265,3423311351,49.29,21,Male
266,3423314032,56.06,34,Male
267,3423311710,66.16,32,Female
268,3423310578,32.61,23,Male
269,3423310713,37.37,25,Male
270,3423311812,46.04,38,Female
271,3423314051,57.17,33,Female
272,3423313543,41.06,31,Female
273,3423311594,47.21,36,Female
274,3423311290,55.74,44,Female
275,3423314242,56.34,25,Female
276,3423311609,61.53,11,Female
277,3423311665,61.4,38,Female
278,3423314223,59.03,29,Male
279,3423312735,26.76,22,Female
280,3423311754,48.24,34,Male
281,3423311799,50.84,33,Female
282,3423314167,64.25,28,Female
283,3423312455,23.06,15,Male
284,3423313298,47.25,23,Male
285,3423313402,59.19,33,Female
286,3423313266,32.71,17,Male
287,3423312626,48.87,25,Female
288,3423313671,58.68,24,Male
289,3423313459,51.16,25,Male
290,3423311131,49.48,34,Male
291,3423313120,16.05,36,Male
292,3423312886,53.49,51,Female
293,3423312024,57.19,19,Male
294,3423312416,49.38,37,Male
295,3423311082,38.82,16,Male
296,3423311625,49.88,37,Female
297,3423311466,48.81,30,Female
298,3423313275,58.86,42,Male
299,3423313213,45.22,39,Male
300,3423312196,49.25,25,Female
301,3423312697,71.53,49,Female
302,3423312946,49.41,38,Male
303,3423312130,63.19,21,Female
304,3423310680,48.68,22,Male
305,3423313703,50.11,34,Female
306,3423313203,43.56,24,Male
307,3423312854,49.36,23,Male
308,3423312458,23.03,21,Male
309,3423313083,36.14,30,Male
310,3423311556,37.48,26,Female
311,3423313124,46.35,35,Female
312,3423313003,41.54,27,Female
313,3423312311,66.05,36,Female
314,3423312456,47.09,27,Female
315,3423310609,33.84,35,Male
316,3423313087,41.45,37,Female
317,3423312821,56.09,9,Female
318,3423311525,54.66,34,Female
319,3423310932,53.23,47,Male
320,3423314232,53.51,33,Male
321,3423311442,48.56,37,Male
322,3423310670,35.91,30,Female
323,3423311052,58.04,28,Male
324,3423312870,37.16,19,Female
325,3423311497,42.45,16,Female
326,3423310837,62.65,41,Male
327,3423312539,51.42,35,Female
328,3423311940,46.31,22,Female
329,3423312604,51.36,33,Male
330,3423313041,63.62,41,Female
331,3423312818,56.54,39,Female
332,3423310492,48.58,36,Female
333,3423311128,30.37,37,Male
334,3423311741,51.75,37,Male
335,3423311817,61.68,24,Male
336,3423314168,56.54,33,Male
337,3423313101,41.22,13,Female
338,3423314057,46.08,35,Female
339,3423312013,53.21,39,Male
340,3423311070,57.95,21,Female
341,3423311958,53.4,45,Female
342,3423313795,50.32,40,Female
343,3423311685,62.06,37,Male
344,3423313876,32.9,36,Female
345,3423312977,43.48,15,Female
346,3423312590,47.76,25,Male
347,3423313054,41.61,4,Female
348,3423313907,28.72,37,Male
349,3423311586,53.37,40,Male
350,3423313209,37.81,34,Male
351,3423310759,48.7,46,Male
352,3423314418,53.23,40,Female
353,3423312007,43.47,33,Male
354,3423311892,64.55,30,Female
355,3423314120,59.34,38,Male
356,3423311246,29.92,49,Female
357,3423312988,45.67,39,Male
358,3423314297,44.99,36,Female
359,3423311208,51.07,13,Female
360,3423311823,57.87,38,Female
361,3423312106,57.9,34,Female
362,3423314420,45.41,32,Female
363,3423311517,66.97,33,Female
364,3423311640,49.37,40,Female
365,3423311320,49.54,21,Female
366,3423312185,51.73,61,Female
367,3423312896,29.68,30,Female
368,3423314019,66.12,38,Female
369,3423311839,52.68,30,Female
370,3423311624,50.32,46,Male
371,3423312883,63.2,40,Female
372,3423311772,45.12,25,Female
373,3423313050,38.69,22,Male
374,3423312274,50.77,32,Female
375,3423311429,48.0,23,Female
376,3423310739,55.36,47,Female
377,3423311395,53.11,48,Female
378,3423311354,38.51,28,Male
379,3423311393,38.96,21,Female
380,3423312817,27.4,30,Female
381,3423312479,34.95,35,Female
382,3423310481,68.86,31,Female
383,3423311405,60.4,28,Male
384,3423311690,37.33,38,Female
385,3423313373,59.63,24,Male
386,3423311282,33.92,43,Female
387,3423312839,43.98,6,Male
388,3423314319,53.74,31,Male
389,3423313884,45.51,33,Male
390,3423313972,55.09,19,Male
391,3423312249,68.87,18,Female
392,3423312335,58.44,19,Female
393,3423311494,43.75,19,Female
394,3423312701,47.07,33,Female
395,3423313515,47.89,28,Female
396,3423314282,53.3,41,Female
397,3423312619,57.02,37,Male
398,3423312412,43.44,31,Male
399,3423314324,38.49,21,Male
400,3423311966,61.08,24,Female
401,3423312519,62.52,41,Male
402,3423311365,60.04,34,Female
403,3423311004,53.63,20,Male
404,3423311801,44.96,46,Male
405,3423311838,43.37,50,Male
406,3423311337,31.88,30,Female
407,3423311381,41.01,37,Male
408,3423311788,53.72,13,Male
409,3423312168,48.05,18,Female
410,3423311734,63.38,41,Male
411,3423313610,55.92,22,Female
412,3423313259,51.54,22,Female
413,3423313763,39.27,34,Female
414,3423313915,59.22,14,Female
415,3423313443,57.77,14,Male
416,3423314388,60.84,9,Female
417,3423311771,63.59,21,Female
418,3423312064,53.12,30,Male
419,3423313947,58.89,9,Male
420,3423311377,61.69,36,Male
421,3423311879,49.56,24,Female
422,3423313273,45.44,29,Male
423,3423313260,50.28,21,Male
424,3423312737,47.42,35,Male
425,3423313200,45.8,28,Male
426,3423313121,38.07,23,Male
427,3423311258,44.13,24,Male
428,3423314365,51.91,59,Female
429,3423310478,51.7,36,Male
430,3423310833,39.66,19,Male
431,3423313185,49.73,26,Female
432,3423312421,52.86,24,Male
433,3423311571,55.81,29,Male
434,3423312578,42.86,24,Male
435,3423312982,52.31,25,Male
436,3423314281,62.35,28,Male
437,3423312574,32.9,16,Male
438,3423313596,48.51,23,Female
439,3423312692,45.33,12,Male
440,3423313089,49.09,12,Female
441,3423314364,37.89,14,Male
442,3423312830,67.15,17,Male
443,3423314422,48.01,32,Male
444,3423314257,45.44,28,Male
445,3423312259,52.54,22,Female
446,3423310550,59.23,40,Male
447,3423312359,31.85,37,Male
448,3423313930,49.4,54,Male
449,3423313282,51.11,25,Male
450,3423312938,64.34,47,Male
451,3423311073,58.32,42,Female
452,3423311930,46.99,13,Female
453,3423313641,65.75,34,Female
454,3423311511,62.34,12,Male
455,3423313352,51.33,38,Female
456,3423313889,50.0,27,Female
457,3423313542,63.06,27,Male
458,3423312858,64.66,24,Male
459,3423314389,54.99,36,Female
460,3423313004,40.95,35,Female
461,3423311375,52.29,40,Male
462,3423311023,40.47,30,Female
463,3423310823,59.56,42,Female
464,3423312540,58.0,46,Male
465,3423313927,55.12,34,Male
466,3423312262,59.21,26,Male
467,3423312663,65.54,39,Female
468,3423313830,55.64,24,Male
469,3423313165,62.4,40,Male
470,3423313852,51.01,22,Female
471,3423311996,48.83,24,Male
472,3423312388,57.58,35,Female
473,3423311174,47.21,34,Female
474,3423313624,49.26,26,Female
475,3423312679,59.51,30,Male
476,3423312640,46.12,33,Male
477,3423311984,51.7,37,Male
478,3423312793,85.36,17,Male
479,3423311513,40.04,35,Male
480,3423312297,34.77,5,Female
481,3423310599,45.1,4,Male
482,3423311331,56.0,8,Female
483,3423312797,38.14,5,Male
484,3423310994,53.39,5,Female
485,3423314011,50.55,7,Male
486,3423311899,48.8,6,Female
487,3423312465,55.99,3,Female
488,3423312364,48.37,4,Male
489,3423310629,55.19,6,Female
490,3423312374,51.51,5,Female
491,3423311872,43.29,9,Male
492,3423311133,44.96,7,Male
493,3423314224,43.45,5,Male
494,3423311001,48.92,8,Female
495,3423312057,52.9,6,Male
496,3423310758,50.99,5,Male
497,3423311732,45.08,5,Female
498,3423311038,53.36,2,Male
499,3423312266,53.27,4,Male
500,3423313753,51.93,6,Female
501,3423313741,64.96,6,Male
502,3423313179,49.22,5,Male
503,3423313355,59.82,7,Male
504,3423312895,45.24,4,Male
505,3423314338,60.4,7,Female
506,3423312533,35.14,5,Male
507,3423312437,43.86,6,Male
508,3423313894,57.49,6,Female
509,3423310963,47.98,7,Female
510,3423311552,48.33,7,Female
511,3423310655,52.42,3,Male
512,3423313603,40.59,6,Male
513,3423310676,42.54,3,Female
514,3423310888,39.43,6,Male
515,3423311109,67.04,4,Female
516,3423313105,32.58,5,Male
517,3423310977,41.75,9,Male
518,3423313010,55.95,4,Male
519,3423312400,49.61,4,Female
520,3423313807,43.04,8,Female
521,3423312684,33.5,5,Female
522,3423312188,47.25,6,Female
523,3423313285,47.47,7,Female
524,3423310830,29.47,8,Male
525,3423310541,52.55,2,Male
526,3423313828,52.6,3,Male
527,3423310737,58.98,6,Male
528,3423310778,44.94,4,Female
529,3423311521,59.72,7,Female
530,3423314275,57.38,5,Male
531,3423310783,46.76,6,Male
532,3423311087,35.58,5,Female
533,3423312845,42.55,10,Male
534,3423313480,46.44,5,Male
535,3423312741,29.66,1,Male
536,3423310820,30.77,8,Male
537,3423310614,65.73,8,Female
538,3423311591,73.5,6,Female
539,3423313420,41.94,3,Female
540,3423313854,38.2,6,Female
541,3423313323,49.47,4,Male
542,3423312841,42.9,6,Male
543,3423311146,44.02,4,Female
544,3423311855,74.03,6,Female
545,3423313450,41.73,7,Female
546,3423313376,63.6,4,Female
547,3423311989,59.71,4,Male
548,3423311621,51.75,4,Male
549,3423312387,49.68,5,Male
550,3423311702,43.6,1,Male
551,3423311158,60.76,6,Female
552,3423312490,44.84,2,Female
553,3423313181,53.99,4,Male
554,3423312014,46.74,4,Female
555,3423311633,48.99,7,Male
556,3423311928,56.28,4,Male
557,3423312069,49.19,3,Female
558,3423312219,51.3,5,Male
559,3423312360,62.3,6,Female
560,3423312190,64.5,5,Male
561,3423314203,43.31,3,Female
562,3423311618,50.87,4,Female
563,3423314159,33.18,1,Female
564,3423313130,60.07,2,Female
565,3423312497,47.48,2,Female
566,3423311271,38.98,5,Female
567,3423314265,61.65,4,Male
568,3423313548,60.52,9,Female
569,3423312569,50.87,4,Male
570,3423312260,40.61,4,Male
571,3423313278,61.48,3,Male
572,3423310549,50.18,6,Female
573,3423311544,50.89,10,Male
574,3423313908,51.97,4,Male
575,3423312011,52.07,5,Male
576,3423310929,31.06,3,Female
577,3423311108,52.44,6,Male
578,3423314372,35.84,9,Male
579,3423311332,52.66,7,Female
580,3423312722,50.39,4,Female
581,3423313104,54.05,1,Female
582,3423312214,25.78,3,Male
583,3423312499,51.53,8,Female
584,3423312406,36.51,7,Male
585,3423313492,48.2,6,Female
586,3423312460,47.23,5,Male
587,3423313299,60.59,6,Male
588,3423311261,59.46,8,Female
589,3423311635,54.7,4,Male
590,3423313994,45.16,4,Male
591,3423313870,44.92,3,Male
592,3423310781,53.44,5,Male
593,3423313895,32.54,9,Female
594,3423313229,44.51,5,Female
595,3423310465,62.26,6,Female
596,3423313134,39.05,3,Male
597,3423312454,37.68,4,Male
598,3423310770,42.33,10,Female
599,3423314185,66.06,4,Female
600,3423312672,32.94,7,Female
601,3423310554,39.67,4,Female
602,3423312348,63.08,9,Male
603,3423310824,73.78,4,Male
604,3423312602,45.24,5,Female
605,3423312717,59.71,9,Female
606,3423311747,39.79,6,Male
607,3423313025,35.93,6,Male
608,3423313790,49.1,5,Male
609,3423312402,50.22,8,Female
610,3423312144,68.63,8,Male
611,3423312289,62.03,6,Female
612,3423313758,55.64,7,Female
613,3423313921,55.4,8,Female
614,3423310454,52.28,8,Male
615,3423312081,39.84,1,Female
616,3423310510,35.52,5,Female
617,3423314262,48.79,3,Male
618,3423313860,70.7,2,Female
619,3423312516,61.92,4,Male
620,3423310785,59.86,4,Male
621,3423314276,68.37,5,Female
622,3423312309,47.65,4,Male
623,3423313959,46.7,0,Male
624,3423311509,31.24,1,Male
625,3423313448,49.47,10,Female
626,3423313335,50.58,8,Female
627,3423314117,38.61,6,Male
628,3423311619,42.83,6,Female
629,3423310706,59.72,7,Male
630,3423311537,50.21,2,Male
631,3423311089,38.04,7,Female
632,3423313621,66.87,6,Male
633,3423313346,31.07,3,Male
634,3423311660,57.66,6,Female
635,3423312382,50.89,5,Female
636,3423311689,35.99,5,Female
637,3423311423,62.2,4,Female
638,3423313349,56.52,2,Male
639,3423312111,63.05,1,Female
640,3423313822,46.99,3,Male
641,3423313537,30.45,2,Female
642,3423312774,58.23,6,Female
643,3423313452,37.05,5,Female
644,3423311569,31.14,4,Male
645,3423310482,28.91,4,Female
646,3423310645,58.82,4,Female
647,3423313386,34.34,3,Male
648,3423310799,32.49,3,Male
649,3423311807,57.76,3,Female
650,3423314421,73.89,4,Male
651,3423314387,38.4,8,Female
652,3423311188,44.13,5,Female
653,3423312263,42.26,6,Female
654,3423312804,45.89,7,Male
655,3423312572,62.56,8,Female
656,3423310978,53.54,6,Male
657,3423313497,55.4,4,Female
658,3423310975,48.81,3,Male
659,3423314045,51.01,7,Male
660,3423312813,36.88,7,Female
661,3423311114,56.42,6,Male
662,3423313164,39.94,4,Male
663,3423312433,38.7,8,Male
664,3423310703,47.39,6,Male
665,3423314355,64.67,3,Male
666,3423311349,67.47,5,Female
667,3423313726,49.39,6,Male
668,3423312733,43.1,6,Female
669,3423311774,34.03,5,Male
670,3423311203,32.72,0,Female
671,3423312485,60.65,5,Male
672,3423312560,57.26,6,Male
673,3423313976,55.1,4,Female
674,3423313424,61.06,4,Male
675,3423311644,38.91,4,Male
676,3423311240,51.35,3,Female
677,3423310854,56.87,6,Male
678,3423313832,50.2,5,Female
679,3423313864,55.34,6,Male
680,3423310936,47.95,3,Female
681,3423310470,47.47,6,Female
682,3423312401,35.44,6,Female
683,3423310687,31.45,8,Female
684,3423310892,28.16,3,Male
685,3423311490,68.57,6,Male
686,3423312120,41.5,5,Male
687,3423313369,53.75,8,Female
688,3423312112,37.47,5,Female
689,3423313878,55.63,4,Male
690,3423310526,50.45,7,Female
691,3423310926,51.61,3,Female
692,3423311247,38.08,7,Female
693,3423312367,37.26,5,Male
694,3423314414,33.01,4,Female
695,3423312413,45.87,6,Male
696,3423311585,45.45,4,Female
697,3423314004,53.15,8,Male
698,3423312148,54.58,5,Male
699,3423312449,53.08,2,Female
700,3423310472,43.09,4,Female
701,3423312356,34.46,4,Female
702,3423313067,52.19,4,Female
703,3423310949,55.54,5,Male
704,3423313254,51.45,5,Female
705,3423314300,62.7,1,Male
706,3423312015,50.18,8,Female
707,3423311866,53.44,6,Female
708,3423311129,53.42,4,Male
709,3423311808,54.52,4,Male
710,3423311615,50.89,6,Female
711,3423311026,64.49,9,Female
712,3423311837,51.92,8,Male
713,3423310750,57.49,6,Male
714,3423314208,42.97,1,Male
715,3423312029,43.27,4,Female
716,3423314376,44.69,6,Female
717,3423311646,54.16,3,Male
718,3423312070,50.07,4,Female
719,3423314034,48.42,5,Male
720,3423313689,42.59,6,Female
721,3423314221,50.69,4,Female
722,3423312245,62.86,3,Male
723,3423310615,51.78,2,Female
724,3423312720,47.89,3,Female
725,3423314111,38.05,1,Female
726,3423311744,54.09,4,Male
727,3423311053,38.88,4,Female
728,3423314345,58.0,5,Male
729,3423311390,42.04,5,Male
730,3423312872,35.44,2,Female
731,3423313186,43.73,8,Male
732,3423312826,65.7,5,Female
733,3423310695,43.3,5,Male
734,3423312055,54.89,3,Female
735,3423314371,54.69,6,Female
736,3423310787,46.22,6,Male
737,3423311333,47.7,5,Female
738,3423313052,39.19,8,Male
739,3423313129,57.11,3,Female
740,3423313562,47.65,7,Female
741,3423312213,38.13,2,Female
742,3423312699,33.77,4,Female
743,3423312248,54.62,6,Female
744,3423314339,51.86,4,Female
745,3423311512,56.75,6,Female
746,3423314021,50.98,4,Male
747,3423313850,46.99,6,Male
748,3423314382,52.3,4,Male
749,3423311510,47.64,5,Male
750,3423311688,28.82,9,Male
751,3423311539,53.48,2,Female
752,3423310881,45.16,6,Male
753,3423313868,56.73,4,Female
754,3423310536,71.55,4,Male
755,3423313418,32.1,2,Male
756,3423310458,41.81,3,Female
757,3423312494,52.98,3,Male
758,3423310589,43.82,3,Female
759,3423311234,40.81,3,Female
760,3423311099,46.33,8,Male
761,3423311380,37.48,6,Female
762,3423313300,42.87,4,Female
763,3423313328,54.26,5,Male
764,3423313195,46.69,6,Male
765,3423312836,48.46,6,Male
766,3423310800,56.82,8,Male
767,3423313336,48.73,4,Female
768,3423313817,38.76,4,Female
769,3423312065,38.23,2,Male
770,3423313729,54.06,6,Female
771,3423311265,42.25,9,Male
772,3423310776,35.22,3,Male
773,3423312079,43.64,5,Male
774,3423314235,45.7,5,Female
775,3423311705,45.41,6,Female
776,3423314392,70.97,4,Female
777,3423311696,36.19,4,Male
778,3423311472,56.54,3,Male
779,3423313301,44.52,1,Female
780,3423313384,42.87,6,Male
781,3423311703,33.86,5,Male
782,3423311197,65.17,10,Female
783,3423311656,42.75,4,Female
784,3423310696,42.59,6,Female
785,3423314437,45.15,3,Male
786,3423311419,49.7,3,Male
787,3423312537,55.39,2,Female
788,3423313631,32.12,6,Female
789,3423313117,60.07,6,Male
790,3423313966,62.34,3,Female
791,3423311283,75.84,3,Male
792,3423312186,49.46,8,Male
793,3423312963,58.15,7,Female
794,3423314215,49.1,9,Male
795,3423311568,45.97,4,Female
796,3423311782,37.1,6,Female
797,3423310664,55.74,6,Female
798,3423311421,42.81,6,Female
799,3423313735,53.28,5,Male
800,3423310606,43.15,3,Male
801,3423312350,54.53,4,Female
802,3423312885,69.29,4,Female
803,3423314075,42.99,4,Male
804,3423312319,66.21,4,Female
805,3423313840,50.94,5,Male
806,3423311059,53.75,6,Male
807,3423312828,45.17,5,Male
808,3423311763,44.64,7,Female
809,3423313655,39.62,7,Male
810,3423312566,54.55,7,Male
811,3423311554,53.05,4,Female
812,3423313128,54.35,1,Female
813,3423311830,48.64,6,Female
814,3423313787,49.34,5,Female
815,3423312940,46.83,2,Male
816,3423314039,31.81,4,Male
817,3423310512,34.46,3,Male
818,3423314109,27.3,5,Male
819,3423311610,53.95,3,Male
820,3423312550,46.57,6,Female
821,3423314273,33.36,6,Female
822,3423313318,36.42,7,Male
823,3423311833,65.73,5,Female
824,3423310622,49.9,5,Female
825,3423313486,56.31,3,Male
826,3423313417,33.04,3,Female
827,3423313760,48.62,10,Female
828,3423310959,47.42,5,Male
829,3423314026,68.57,4,Female
830,3423312527,45.07,4,Female
831,3423311975,56.07,7,Female
832,3423312164,47.01,6,Female
833,3423310547,51.53,6,Male
834,3423310648,51.81,7,Female
835,3423313553,66.83,6,Female
836,3423311998,50.79,4,Male
837,3423313444,46.33,2,Male
838,3423312617,30.52,11,Male
839,3423313274,41.67,1,Male
840,3423312788,53.38,7,Male
841,3423311815,60.45,6,Male
842,3423311318,41.56,3,Male
843,3423311056,28.94,4,Female
844,3423312790,43.5,8,Male
845,3423311187,56.31,6,Male
846,3423312471,67.77,4,Female
847,3423312924,41.93,2,Female
848,3423314280,71.73,5,Male
849,3423311852,57.04,0,Male
850,3423314135,38.44,7,Male
851,3423312276,55.64,5,Female
852,3423314325,57.39,2,Female
853,3423313592,60.07,3,Female
854,3423313395,46.69,2,Male
855,3423311523,46.59,3,Female
856,3423314106,55.64,3,Female
857,3423311452,46.09,4,Male
858,3423313046,46.25,2,Male
859,3423314403,61.75,8,Female
860,3423314303,66.17,4,Female
861,3423314233,58.07,6,Male
862,3423311653,56.07,4,Male
863,3423312383,49.81,6,Female
864,3423311778,49.75,5,Male
865,3423311916,35.17,9,Female
866,3423312658,55.71,5,Female
867,3423311903,49.71,4,Male
868,3423311853,48.97,3,Male
869,3423313111,61.79,5,Female
870,3423312175,42.77,7,Male
